scenario,coupon_target_annual,bond_term_ticks,tick,metric,mean,p05,p50,p95,n
mutual_aid_only,0.0,52,40,repayment_volume_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,40,route_success_rate_tick,0.902834008097166,0.8864372469635626,0.902834008097166,0.9192307692307692,2
mutual_aid_only,0.0,52,40,swap_volume_usd_tick,27797.086183505213,19601.325714860865,27797.086183505213,35992.846652149565,2
mutual_aid_only,0.0,52,40,transactions_per_tick,139.0,138.1,139.0,139.9,2
mutual_aid_only,0.0,52,44,bond_annualized_fee_yield,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,44,bond_coupon_coverage_ratio,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,44,bond_coupon_shortfall_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,44,bond_cumulative_fee_return_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,44,debt_outstanding_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,44,expected_cash_return_coverage,0.13044686666666666,0.12964064666666664,0.13044686666666666,0.13125308666666666,2
mutual_aid_only,0.0,52,44,expected_verified_report_exposure,760.3027587000973,758.8714390100326,760.3027587000973,761.734078390162,2
mutual_aid_only,0.0,52,44,expected_voucher_return_coverage,0.5826291910361744,0.5824577161461801,0.5826291910361744,0.5828006659261685,2
mutual_aid_only,0.0,52,44,fee_pool_cumulative_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,44,household_cash_stress_ratio,0.41250000000000003,0.31875,0.41250000000000003,0.50625,2
mutual_aid_only,0.0,52,44,loan_issuance_volume_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,44,potential_avg_degree,41.875,41.80749999999999,41.875,41.9425,2
mutual_aid_only,0.0,52,44,potential_largest_component_share,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,44,realized_avg_degree,9.808333333333334,9.785833333333333,9.808333333333334,9.830833333333334,2
mutual_aid_only,0.0,52,44,realized_largest_component_share,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,44,repayment_volume_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,44,route_success_rate_tick,0.9255554572010267,0.8900239001504824,0.9255554572010267,0.9610870142515712,2
mutual_aid_only,0.0,52,44,swap_volume_usd_tick,21574.470541357005,16532.20888778983,21574.470541357005,26616.732194924178,2
mutual_aid_only,0.0,52,44,transactions_per_tick,139.0,138.1,139.0,139.9,2
mutual_aid_only,0.0,52,48,bond_annualized_fee_yield,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,48,bond_coupon_coverage_ratio,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,48,bond_coupon_shortfall_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,48,bond_cumulative_fee_return_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,48,debt_outstanding_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,48,expected_cash_return_coverage,0.13044686666666666,0.12964064666666664,0.13044686666666666,0.13125308666666666,2
mutual_aid_only,0.0,52,48,expected_verified_report_exposure,784.7425287760907,782.9845062204181,784.7425287760907,786.5005513317631,2
mutual_aid_only,0.0,52,48,expected_voucher_return_coverage,0.5826291910361744,0.5824577161461801,0.5826291910361744,0.5828006659261685,2
mutual_aid_only,0.0,52,48,fee_pool_cumulative_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,48,household_cash_stress_ratio,0.37083333333333335,0.23958333333333334,0.37083333333333335,0.5020833333333333,2
mutual_aid_only,0.0,52,48,loan_issuance_volume_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,48,potential_avg_degree,41.891666666666666,41.82416666666667,41.891666666666666,41.95916666666667,2
mutual_aid_only,0.0,52,48,potential_largest_component_share,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,48,realized_avg_degree,9.808333333333334,9.785833333333333,9.808333333333334,9.830833333333334,2
mutual_aid_only,0.0,52,48,realized_largest_component_share,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,48,repayment_volume_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,48,route_success_rate_tick,0.905568287921229,0.8970503352856294,0.905568287921229,0.9140862405568287,2
mutual_aid_only,0.0,52,48,swap_volume_usd_tick,26814.87186831738,18863.382866895172,26814.87186831738,34766.36086973958,2
mutual_aid_only,0.0,52,48,transactions_per_tick,139.0,138.1,139.0,139.9,2
mutual_aid_only,0.0,52,52,bond_annualized_fee_yield,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,52,bond_coupon_coverage_ratio,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,52,bond_coupon_shortfall_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,52,bond_cumulative_fee_return_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,52,debt_outstanding_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,52,expected_cash_return_coverage,0.13044686666666666,0.12964064666666664,0.13044686666666666,0.13125308666666666,2
mutual_aid_only,0.0,52,52,expected_verified_report_exposure,808.467805562612,807.6165180694985,808.467805562612,809.3190930557256,2
mutual_aid_only,0.0,52,52,expected_voucher_return_coverage,0.5826291910361744,0.5824577161461801,0.5826291910361744,0.5828006659261685,2
mutual_aid_only,0.0,52,52,fee_pool_cumulative_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,52,household_cash_stress_ratio,0.2833333333333333,0.26083333333333336,0.2833333333333333,0.30583333333333335,2
mutual_aid_only,0.0,52,52,loan_issuance_volume_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,52,potential_avg_degree,41.891666666666666,41.82416666666667,41.891666666666666,41.95916666666667,2
mutual_aid_only,0.0,52,52,potential_largest_component_share,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,52,realized_avg_degree,9.808333333333334,9.785833333333333,9.808333333333334,9.830833333333334,2
mutual_aid_only,0.0,52,52,realized_largest_component_share,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.0,52,52,repayment_volume_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.0,52,52,route_success_rate_tick,0.9267425320056899,0.9216216216216215,0.9267425320056899,0.9318634423897583,2
mutual_aid_only,0.0,52,52,swap_volume_usd_tick,27271.968861623394,16078.617647063205,27271.968861623394,38465.320076183576,2
mutual_aid_only,0.0,52,52,transactions_per_tick,139.0,138.1,139.0,139.9,2
mutual_aid_only,0.06,52,4,bond_annualized_fee_yield,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.06,52,4,bond_coupon_coverage_ratio,1.0,1.0,1.0,1.0,2
mutual_aid_only,0.06,52,4,bond_coupon_shortfall_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.06,52,4,bond_cumulative_fee_return_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.06,52,4,debt_outstanding_usd,0.0,0.0,0.0,0.0,2
mutual_aid_only,0.06,52,4,expected_cash_return_coverage,0.13671448333333333,0.13313977333333332,0.13671448333333333,0.14028919333333334,2
